Nazwa zmiennej	wartość	Etykieta	etykieta	usemissing
EDUKM14R	2	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
EDUKM14R	3	Średnie	Średnie	0,0
EDUKM14R	4	Wyższe	Wyższe	0,0
EDUKM14R	6	Nie wie	Nie wie	0,0
EDUKO14R	1	Podstawowe	Podstawowe	0,0
EDUKO14R	2	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
EDUKO14R	3	Średnie	Średnie	0,0
EDUKO14R	4	Wyższe	Wyższe	0,0
EDUKO14R	6	Nie wie	Nie wie	0,0
SYTZAW	1	Ma stałą pracę	Ma stałą pracę	0,0
SYTZAW	2	Pracuje dorywczo	Pracuje dorywczo	0,0
SYTZAW	3	Bezrobotny i poszukuje pracy	Bezrobotny i poszukuje pracy	0,0
SYTZAW	4	Emeryt/rencista	Emeryt/rencista	0,0
SYTZAW	5	Uczeń/student	Uczeń/student	0,0
SYTZAW	6	Zajmuje się domem	Zajmuje się domem	0,0
SYTZAW	7	Urlop wychowawczy	Urlop wychowawczy	0,0
SYTZAW	8	Nie pracuje i nie poszukuje pracy	Nie pracuje i nie poszukuje pracy	0,0
SYTZAW9	1	Praca w pełnym wymiarze godzin	Praca w pełnym wymiarze godzin	0,0
SYTZAW9	2	Praca w niepełnym wymiarze godzin	Praca w niepełnym wymiarze godzin	0,0
SYTZAW9	3	Pracuje dorywczo	Pracuje dorywczo	0,0
SYTZAW9	4	Bezrobotny i poszukuje pracy	Bezrobotny i poszukuje pracy	0,0
SYTZAW9	5	Emeryt/rencista	Emeryt/rencista	0,0
SYTZAW9	6	Uczeń/student	Uczeń/student	0,0
SYTZAW9	7	Zajmuje się domem	Zajmuje się domem	0,0
SYTZAW9	8	Urlop wychowawczy	Urlop wychowawczy	0,0
SYTZAW9	9	Nie pracuje i nie poszukuje pracy	Nie pracuje i nie poszukuje pracy	0,0
SYTZAW12	1	Praca etatowa w pełnym wymiarze godzin	Praca etatowa w pełnym wymiarze godzin	0,0
SYTZAW12	2	Praca we własnym gospodarstwie rolnym	Praca we własnym gospodarstwie rolnym	0,0
SYTZAW12	3	Działalność gospodarcza na własny rachunek	Działalność gospodarcza na własny rachunek	0,0
SYTZAW12	4	Praca w niepełnym wymiarze godzin	Praca w niepełnym wymiarze godzin	0,0
SYTZAW12	5	Pracuje dorywczo	Pracuje dorywczo	0,0
SYTZAW12	6	Bezrobotny i poszukuje pracy	Bezrobotny i poszukuje pracy	0,0
SYTZAW12	7	Emeryt	Emeryt	0,0
SYTZAW12	8	Rencista	Rencista	0,0
SYTZAW12	9	Uczeń/student	Uczeń/student	0,0
SYTZAW12	10	Zajmuje się domem	Zajmuje się domem	0,0
SYTZAW12	11	Urlop wychowawczy/macierzyński	Urlop wychowawczy/macierzyński	0,0
SYTZAW12	12	Nie pracuje i nie poszukuje pracy	Nie pracuje i nie poszukuje pracy	0,0
SYTPRCP	0	Nie	Nie	0,0
SYTPRCP	1	Tak	Tak	0,0
SYTPRCN	0	Nie	Nie	0,0
SYTPRCN	1	Tak	Tak	0,0
SYTNPRC	0	Obecnie pracuje	Obecnie pracuje	0,0
SYTNPRC	1	Obecnie nie pracuje	Obecnie nie pracuje	0,0
M5_1	0	Nie	Nie	0,0
M5_1	1	Tak	Tak	0,0
M5_2	0	Nie	Nie	0,0
M5_2	1	Tak	Tak	0,0
M5_3	0	Nie	Nie	0,0
M5_3	1	Tak	Tak	0,0
M5_4	0	Nie	Nie	0,0
M5_4	1	Tak	Tak	0,0
M5_5	0	Nie	Nie	0,0
M5_5	1	Tak	Tak	0,0
M5_6	0	Nie	Nie	0,0
M5_6	1	Tak	Tak	0,0
PRAC	1	Tak	Tak	0,0
PRAC	0	Nie	Nie	0,0
PRAC6	1	Pracuje obecnie	Pracuje obecnie	0,0
PRAC6	2	Pracował kiedyś 6 mies. lub dłużej	Pracował kiedyś 6 mies. lub dłużej	0,0
PRAC6	3	Nigdy nie pracował co najmniej 6 mies.	Nigdy nie pracował co najmniej 6 mies.	0,0
ZAWOD	1	Dyrektorzy, kierownicy, prezesi	Dyrektorzy, kierownicy, prezesi	0,0
ZAWOD	2	Wolne zawody/specjaliści	Wolne zawody/specjaliści	0,0
ZAWOD	3	Technicy	Technicy	0,0
ZAWOD	4	Urzędnicy niższego szczebla	Urzędnicy niższego szczebla	0,0
ZAWOD	5	Właściciele firm	Właściciele firm	0,0
ZAWOD	6	Pracownik handlu i usług	Pracownik handlu i usług	0,0
ZAWOD	7	Robotnicy wykwalifikowani	Robotnicy wykwalifikowani	0,0
ZAWOD	8	Robotnicy do prac prostych	Robotnicy do prac prostych	0,0
ZAWOD	9	Rolnicy indywidualni	Rolnicy indywidualni	0,0
ZAWOD	98	Brak odpowiedzi	Brak odpowiedzi	0,0
ZAWOD	99	Nigdy nie pracował	Nigdy nie pracował	0,0
ZAWOD60	1	Agenci i pośrednicy w sprzedaży (agenci do spraw sprzedaży, ubezpieczeniowi, ds. nieruchomości)	Agenci i pośrednicy w sprzedaży (agenci do spraw sprzedaży, ubezpieczeniowi, ds. nieruchomości)	0,0
ZAWOD60	2	Architekci i geodeci	Architekci i geodeci	0,0
ZAWOD60	3	Artyści i pracownicy działalności artystycznej	Artyści i pracownicy działalności artystycznej	0,0
ZAWOD60	4	Fryzjerzy, kosmetyczki i pokrewni	Fryzjerzy, kosmetyczki i pokrewni	0,0
ZAWOD60	5	Informatycy i programiści	Informatycy i programiści	0,0
ZAWOD60	6	Inżynierowie	Inżynierowie	0,0
ZAWOD60	7	Kierowcy	Kierowcy	0,0
ZAWOD60	8	Kierownicy małych zakładów pracy	Kierownicy małych zakładów pracy	0,0
ZAWOD60	9	Specjaliści kultury i sztuki	Specjaliści kultury i sztuki	0,0
ZAWOD60	10	Sprzedawcy	Sprzedawcy	0,0
ZAWOD60	11	Technicy w budownictwie, inspektorzy budowlani	Technicy w budownictwie, inspektorzy budowlani	0,0
ZAWOD60	12	Technicy w przemyśle (elektrycy, elektronicy, mechanicy, technicy w górnictwie)	Technicy w przemyśle (elektrycy, elektronicy, mechanicy, technicy w górnictwie)	0,0
ZAWOD60	13	Wykwalifikowani pracownicy wyrobów tekstylnych, drukarskich i pozostali robotnicy wykwalifikowani	Wykwalifikowani pracownicy wyrobów tekstylnych, drukarskich i pozostali robotnicy wykwalifikowani	0,0
ZAWOD60	14	Wykwalifikowani robotnicy budowlani	Wykwalifikowani robotnicy budowlani	0,0
ZAWOD60	15	Wykwalifikowani robotnicy obróbki metali, elektrycy i elektronicy	Wykwalifikowani robotnicy obróbki metali, elektrycy i elektronicy	0,0
ZAWOD60	16	Administratorzy i pokrewni	Administratorzy i pokrewni	0,0
ZAWOD60	17	Dyplomowani księgowi, specjaliści d/s finansowych	Dyplomowani księgowi, specjaliści d/s finansowych	0,0
ZAWOD60	18	Ekonomiści i specjaliści ds.. zarządzania, biznesu, HR	Ekonomiści i specjaliści ds.. zarządzania, biznesu, HR	0,0
ZAWOD60	19	Farmaceuci, weterynarze i inni specjaliści w służbie zdrowia	Farmaceuci, weterynarze i inni specjaliści w służbie zdrowia	0,0
ZAWOD60	20	Księgowi	Księgowi	0,0
ZAWOD60	21	Lekarze	Lekarze	0,0
ZAWOD60	22	Mechanicy	Mechanicy	0,0
ZAWOD60	23	Nauczyciele z ukończonymi studiami wyższymi (za wyjątkiem nauczycieli akademickich)	Nauczyciele z ukończonymi studiami wyższymi (za wyjątkiem nauczycieli akademickich)	0,0
ZAWOD60	24	Personel pomocniczy w ochronie zdrowia i opiece społecznej	Personel pomocniczy w ochronie zdrowia i opiece społecznej	0,0
ZAWOD60	25	Pracownicy administracji i sekretariatu	Pracownicy administracji i sekretariatu	0,0
ZAWOD60	26	Pracownicy do spraw finansowych i handlowych	Pracownicy do spraw finansowych i handlowych	0,0
ZAWOD60	27	Pracownicy obsługi komputerów	Pracownicy obsługi komputerów	0,0
ZAWOD60	28	Robotnicy do prac prostych w handlu, usługach i administracji	Robotnicy do prac prostych w handlu, usługach i administracji	0,0
ZAWOD60	29	Specjaliści w działalności naukowej i badawczej	Specjaliści w działalności naukowej i badawczej	0,0
ZAWOD60	30	Sędziowie, prokuratorzy, adwokaci, radcy prawni	Sędziowie, prokuratorzy, adwokaci, radcy prawni	0,0
ZAWOD60	31	Bibliotekarze, archiwiści, muzealnicy	Bibliotekarze, archiwiści, muzealnicy	0,0
ZAWOD60	32	Doręczyciele pocztowi i pokrewni	Doręczyciele pocztowi i pokrewni	0,0
ZAWOD60	33	Górnicy	Górnicy	0,0
ZAWOD60	34	Inni pracownicy biurowi	Inni pracownicy biurowi	0,0
ZAWOD60	35	Inni specjaliści w edukacji	Inni specjaliści w edukacji	0,0
ZAWOD60	36	Inspektorzy bhp oraz kontrolerzy jakości	Inspektorzy bhp oraz kontrolerzy jakości	0,0
ZAWOD60	37	Kasjerzy, pracownicy obrotu pieniężnego, sprzedawcy biletów	Kasjerzy, pracownicy obrotu pieniężnego, sprzedawcy biletów	0,0
ZAWOD60	38	Kucharze	Kucharze	0,0
ZAWOD60	39	Magazynierzy i pokrewni	Magazynierzy i pokrewni	0,0
ZAWOD60	40	Maszyniści kolejowi, dyżurni ruchu	Maszyniści kolejowi, dyżurni ruchu	0,0
ZAWOD60	41	Monterzy elektronicy, elektrycy i telekomunikacyjni	Monterzy elektronicy, elektrycy i telekomunikacyjni	0,0
ZAWOD60	42	Monterzy maszyn	Monterzy maszyn	0,0
ZAWOD60	43	Nauczyciel akademiccy	Nauczyciel akademiccy	0,0
ZAWOD60	44	Nauczyciele bez ukończonych studiów wyższych, wychowawcy	Nauczyciele bez ukończonych studiów wyższych, wychowawcy	0,0
ZAWOD60	45	Oficerowie wojska, wyżsi oficerowie innych służb mundurowych	Oficerowie wojska, wyżsi oficerowie innych służb mundurowych	0,0
ZAWOD60	46	Ogrodnicy	Ogrodnicy	0,0
ZAWOD60	47	Operatorzy maszyn i urządzeń	Operatorzy maszyn i urządzeń	0,0
ZAWOD60	48	Piekarze, cukiernicy itp.	Piekarze, cukiernicy itp.	0,0
ZAWOD60	49	Pielęgniarki i położne	Pielęgniarki i położne	0,0
ZAWOD60	50	Politycy, wybierani przedstawiciele, wysocy urzędnicy	Politycy, wybierani przedstawiciele, wysocy urzędnicy	0,0
ZAWOD60	51	Pomocniczy personel medyczny, pracownicy opieki domowej, opiekunki	Pomocniczy personel medyczny, pracownicy opieki domowej, opiekunki	0,0
ZAWOD60	52	Pracownicy bibliotek, archiwów	Pracownicy bibliotek, archiwów	0,0
ZAWOD60	53	Pracownicy obsługi urządzeń w przemyśle i budownictwie, górnicy i monterzy	Pracownicy obsługi urządzeń w przemyśle i budownictwie, górnicy i monterzy	0,0
ZAWOD60	54	Pracownicy ochrony	Pracownicy ochrony	0,0
ZAWOD60	55	Pracownicy usług domowych i gastronomicznych	Pracownicy usług domowych i gastronomicznych	0,0
ZAWOD60	56	Prezesi, dyrektorzy i menadżerowie w średnich i dużych firmach	Prezesi, dyrektorzy i menadżerowie w średnich i dużych firmach	0,0
ZAWOD60	57	Psycholodzy	Psycholodzy	0,0
ZAWOD60	58	Recepcjoniści i telefoniści	Recepcjoniści i telefoniści	0,0
ZAWOD60	59	Robotnicy budowlani	Robotnicy budowlani	0,0
ZAWOD60	60	Robotnicy pomocniczy w budownictwie, przemyśle, kopalniach	Robotnicy pomocniczy w budownictwie, przemyśle, kopalniach	0,0
ZAWOD60	61	Robotnicy pomocniczy w rolnictwie	Robotnicy pomocniczy w rolnictwie	0,0
ZAWOD60	62	Rolnicy	Rolnicy	0,0
ZAWOD60	63	Sekretarki	Sekretarki	0,0
ZAWOD60	64	Sportowcy i trenerzy	Sportowcy i trenerzy	0,0
ZAWOD60	65	Stewardzi, konduktorzy i przewodnicy	Stewardzi, konduktorzy i przewodnicy	0,0
ZAWOD60	66	Wojsko, policja, inne służby mundurowe	Wojsko, policja, inne służby mundurowe	0,0
ZAWOD60	67	Wojsko, policja, inne służby mundurowe, pracownicy usług ochroniarskich	Wojsko, policja, inne służby mundurowe, pracownicy usług ochroniarskich	0,0
ZAWOD60	68	Zaopatrzeniowcy	Zaopatrzeniowcy	0,0
ZAWOD60	69	Inny zawód	Inny zawód	0,0
ZAWOD60	99	Nigdy nie pracował	Nigdy nie pracował	0,0
STATUS	1	Dyrektorzy, wolne zawody	Dyrektorzy, wolne zawody	0,0
STATUS	2	Pozostali umysłowi	Pozostali umysłowi	0,0
STATUS	3	Właściciele firm	Właściciele firm	0,0
STATUS	4	Robotnicy wykwalifikowani	Robotnicy wykwalifikowani	0,0
STATUS	5	Robotnicy do prac prostych	Robotnicy do prac prostych	0,0
STATUS	6	Rolnicy indywidualni	Rolnicy indywidualni	0,0
STATUS	7	Emeryci/renciści	Emeryci/renciści	0,0
STATUS	8	Studenci/uczniowie	Studenci/uczniowie	0,0
STATUS	9	Bezrobotni	Bezrobotni	0,0
STATUS	10	Zajmujący się domem	Zajmujący się domem	0,0
STATUS	11	Pozostali	Pozostali	0,0
STATUS	98	Brak odpowiedzi	Brak odpowiedzi	0,0
WLAS	1	Tak	Tak	0,0
WLAS	0	Nie	Nie	0,0
WLAS	9	Nigdy nie pracował	Nigdy nie pracował	0,0
WLAS3	1	Pracownik najemny	Pracownik najemny	0,0
WLAS3	2	Właściciel firmy/własny rachunek	Właściciel firmy/własny rachunek	0,0
WLAS3	3	Właściciel gospodarstwa rolnego	Właściciel gospodarstwa rolnego	0,0
WLAS3	4	Inna sytuacja	Inna sytuacja	0,0
WLAS3	9	Nigdy nie pracował	Nigdy nie pracował	0,0
WLAS6	1	Pracownik najemny	Pracownik najemny	0,0
WLAS6	2	Właściciel firmy/własny rachunek	Właściciel firmy/własny rachunek	0,0
WLAS6	3	Pomagający w działalności na własny rachunek	Pomagający w działalności na własny rachunek	0,0
WLAS6	4	Właściciel gospodarstwa rolnego	Właściciel gospodarstwa rolnego	0,0
WLAS6	5	Pomagający w prowadzeniu gospodarstwa rolnego	Pomagający w prowadzeniu gospodarstwa rolnego	0,0
WLAS6	6	Inna odpowiedź	Inna odpowiedź	0,0
WLAS6	9	Nigdy nie pracował	Nigdy nie pracował	0,0
KIER	1	Tak	Tak	0,0
KIER	0	Nie	Nie	0,0
KIER	9	Nigdy nie pracował	Nigdy nie pracował	0,0
POZKIER	1	Tak, kieruje pracą kierowników	Tak, kieruje pracą kierowników	0,0
POZKIER	2	Tak, kieruje pracą innych osób	Tak, kieruje pracą innych osób	0,0
POZKIER	3	Nie kieruje	Nie kieruje	0,0
POZKIER	9	Nigdy nie pracował	Nigdy nie pracował	0,0
WLASFIRM	1	Państwowa	Państwowa	0,0
WLASFIRM	2	Samorządowa	Samorządowa	0,0
WLASFIRM	3	Prywatna krajowa	Prywatna krajowa	0,0
WLASFIRM	4	Prywatna zagraniczna	Prywatna zagraniczna	0,0
WLASFIRM	5	Inna	Inna	0,0
WLASFIRM	6	Nie wie	Nie wie	0,0
WLASFIRM	9	Obecnie nie pracuje	Obecnie nie pracuje	0,0
WIELFIRM	1	1 osoba	1 osoba	0,0
WIELFIRM	2	2-10 osób	2-10 osób	0,0
WIELFIRM	3	11-19 osób	11-19 osób	0,0
WIELFIRM	4	20-49 osób	20-49 osób	0,0
WIELFIRM	5	50-99 osób	50-99 osób	0,0
WIELFIRM	6	100-249 osób	100-249 osób	0,0
WIELFIRM	7	250-500 osób	250-500 osób	0,0
WIELFIRM	8	501 lub więcej osób	501 lub więcej osób	0,0
WIELFIRM	9	Nie wie, ale więcej niż 10 osób	Nie wie, ale więcej niż 10 osób	0,0
WIELFIRM	10	Nie wie	Nie wie	0,0
WIELFIRM	99	Nigdy nie pracował	Nigdy nie pracował	0,0
WLKFIRWL	1	1 osoba	1 osoba	0,0
WLKFIRWL	2	2-3 osoby	2-3 osoby	0,0
WLKFIRWL	3	4-5 osób	4-5 osób	0,0
WLKFIRWL	4	6-9 osób	6-9 osób	0,0
WLKFIRWL	5	10-19 osób	10-19 osób	0,0
WLKFIRWL	6	20-49 osób	20-49 osób	0,0
WLKFIRWL	7	50 i więcej osób	50 i więcej osób	0,0
WLKFIRWL	8	Nie wie, ale powyżej 10 osób	Nie wie, ale powyżej 10 osób	0,0
WLKFIRWL	9	Nie wie	Nie wie	0,0
WLKFIRWL	99	Nie jest właścicielem	Nie jest właścicielem	0,0
BRANZA21	1	Rolnictwo, leśnictwo, łowiectwo i rybactwo	Rolnictwo, leśnictwo, łowiectwo i rybactwo	0,0
BRANZA21	2	Górnictwo i wydobywanie kopalin	Górnictwo i wydobywanie kopalin	0,0
BRANZA21	3	Przetwórstwo przemysłowe	Przetwórstwo przemysłowe	0,0
BRANZA21	4	Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, gorą	Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, gorą	0,0
BRANZA21	5	Dostawa wody, gospodarowanie ściekami i odpadami, rekultywac	Dostawa wody, gospodarowanie ściekami i odpadami, rekultywac	0,0
BRANZA21	6	Budownictwo	Budownictwo	0,0
BRANZA21	7	Handel hurtowy i detaliczny, naprawa pojazdów samochodowych	Handel hurtowy i detaliczny, naprawa pojazdów samochodowych	0,0
BRANZA21	8	Transport, działalność magazynowa, działalność pocztowa i ku	Transport, działalność magazynowa, działalność pocztowa i ku	0,0
BRANZA21	9	Zakwaterowanie i usługi gastronomiczne	Zakwaterowanie i usługi gastronomiczne	0,0
BRANZA21	10	Informacja i komunikacja	Informacja i komunikacja	0,0
BRANZA21	11	Działalność finansowa i ubezpieczeniowa	Działalność finansowa i ubezpieczeniowa	0,0
BRANZA21	12	Obsługa rynku nieruchomości	Obsługa rynku nieruchomości	0,0
BRANZA21	13	Działalność profesjonalna, naukowa i techniczna	Działalność profesjonalna, naukowa i techniczna	0,0
BRANZA21	14	Administrowanie i działalność wspierająca (wynajem, dzierżaw	Administrowanie i działalność wspierająca (wynajem, dzierżaw	0,0
BRANZA21	15	Administracja publiczna i obrona narodowa	Administracja publiczna i obrona narodowa	0,0
BRANZA21	16	Edukacja	Edukacja	0,0
BRANZA21	17	Opieka zdrowotna i pomoc społeczna	Opieka zdrowotna i pomoc społeczna	0,0
BRANZA21	18	Działalność związana z kulturą, rozrywką i rekreacją	Działalność związana z kulturą, rozrywką i rekreacją	0,0
BRANZA21	19	Pozostała działalność usługowa	Pozostała działalność usługowa	0,0
BRANZA21	20	Gospodarstwa domowe zatrudniające pracowników	Gospodarstwa domowe zatrudniające pracowników	0,0
BRANZA21	21	Inne	Inne	0,0
BRANZA21	22	Nie wie	Nie wie	0,0
BRANZA21	99	Obecnie nie pracuje	Obecnie nie pracuje	0,0
G_KTO	1	Respondent	Respondent	0,0
G_KTO	2	Współmałżonek	Współmałżonek	0,0
G_KTO	3	Ojciec/matka	Ojciec/matka	0,0
G_KTO	4	Syn/córka	Syn/córka	0,0
G_KTO	5	Inna osoba w gospodarstwie	Inna osoba w gospodarstwie	0,0
G_KTO	8	Brak danych	Brak danych	0,0
G_PLEC	1	Mężczyzna	Mężczyzna	0,0
G_PLEC	2	Kobieta	Kobieta	0,0
G_PLEC	8	Brak danych	Brak danych	0,0
G_WIEK	15	15 lat	15 lat	0,0
G_WIEK	16	16 lat	16 lat	0,0
G_WIEK	17	17 lat	17 lat	0,0
G_WIEK	18	18 lat	18 lat	0,0
G_WIEK	19	19 lat	19 lat	0,0
G_WIEK	20	20 lat	20 lat	0,0
G_WIEK	21	21 lat	21 lat	0,0
G_WIEK	22	22 lata	22 lata	0,0
G_WIEK	23	23 lata	23 lata	0,0
G_WIEK	24	24 lata	24 lata	0,0
G_WIEK	25	25 lat	25 lat	0,0
G_WIEK	26	26 lat	26 lat	0,0
G_WIEK	27	27 lat	27 lat	0,0
G_WIEK	28	28 lat	28 lat	0,0
G_WIEK	29	29 lat	29 lat	0,0
G_WIEK	30	30 lat	30 lat	0,0
G_WIEK	31	31 lat	31 lat	0,0
G_WIEK	32	32 lata	32 lata	0,0
G_WIEK	33	33 lata	33 lata	0,0
G_WIEK	34	34 lata	34 lata	0,0
G_WIEK	35	35 lat	35 lat	0,0
G_WIEK	36	36 lat	36 lat	0,0
G_WIEK	37	37 lat	37 lat	0,0
G_WIEK	38	38 lat	38 lat	0,0
G_WIEK	39	39 lat	39 lat	0,0
G_WIEK	40	40 lat	40 lat	0,0
G_WIEK	41	41 lat	41 lat	0,0
G_WIEK	42	42 lata	42 lata	0,0
G_WIEK	43	43 lata	43 lata	0,0
G_WIEK	44	44 lata	44 lata	0,0
G_WIEK	45	45 lat	45 lat	0,0
G_WIEK	46	46 lat	46 lat	0,0
G_WIEK	47	47 lat	47 lat	0,0
G_WIEK	48	48 lat	48 lat	0,0
G_WIEK	49	49 lat	49 lat	0,0
G_WIEK	50	50 lat	50 lat	0,0
G_WIEK	51	51 lat	51 lat	0,0
G_WIEK	52	52 lata	52 lata	0,0
G_WIEK	53	53 lata	53 lata	0,0
G_WIEK	54	54 lata	54 lata	0,0
G_WIEK	55	55 lat	55 lat	0,0
G_WIEK	56	56 lat	56 lat	0,0
G_WIEK	57	57 lat	57 lat	0,0
G_WIEK	58	58 lat	58 lat	0,0
G_WIEK	59	59 lat	59 lat	0,0
G_WIEK	60	60 lat	60 lat	0,0
G_WIEK	61	61 lat	61 lat	0,0
G_WIEK	62	62 lata	62 lata	0,0
G_WIEK	63	63 lata	63 lata	0,0
G_WIEK	64	64 lata	64 lata	0,0
G_WIEK	65	65 lat	65 lat	0,0
G_WIEK	66	66 lat	66 lat	0,0
G_WIEK	67	67 lat	67 lat	0,0
G_WIEK	68	68 lat	68 lat	0,0
G_WIEK	69	69 lat	69 lat	0,0
G_WIEK	70	70 lat	70 lat	0,0
G_WIEK	71	71 lat	71 lat	0,0
G_WIEK	72	72 lata	72 lata	0,0
G_WIEK	73	73 lata	73 lata	0,0
G_WIEK	74	74 lata	74 lata	0,0
G_WIEK	75	75 lat	75 lat	0,0
G_WIEK	76	76 lat	76 lat	0,0
G_WIEK	77	77 lat	77 lat	0,0
G_WIEK	78	78 lat	78 lat	0,0
G_WIEK	79	79 lat	79 lat	0,0
G_WIEK	80	80 lat	80 lat	0,0
G_WIEK	81	81 lat	81 lat	0,0
G_WIEK	82	82 lata	82 lata	0,0
G_WIEK	83	83 lata	83 lata	0,0
G_WIEK	84	84 lata	84 lata	0,0
G_WIEK	85	85 lat	85 lat	0,0
G_WIEK	86	86 lat	86 lat	0,0
G_WIEK	87	87 lat	87 lat	0,0
G_WIEK	88	88 lat	88 lat	0,0
G_WIEK	89	89 lat	89 lat	0,0
G_WIEK	90	90 lat	90 lat	0,0
G_WIEK	91	91 lat	91 lat	0,0
G_WIEK	92	92 lata	92 lata	0,0
G_WIEK	93	93 lata	93 lata	0,0
G_WIEK	94	94 lata	94 lata	0,0
G_WIEK	95	95 lat	95 lat	0,0
G_WIEK	96	96 lat	96 lat	0,0
G_WIEK	97	97 lat lub więcej	97 lat lub więcej	0,0
G_WIEK	98	Brak odpowiedzi	Brak odpowiedzi	0,0
G_WIEK5	1	15-19 lat	15-19 lat	0,0
G_WIEK5	2	20-24 lata	20-24 lata	0,0
G_WIEK5	3	25-29 lat	25-29 lat	0,0
G_WIEK5	4	30-34 lata	30-34 lata	0,0
G_WIEK5	5	35-39 lat	35-39 lat	0,0
G_WIEK5	6	40-44 lata	40-44 lata	0,0
G_WIEK5	7	45-49 lat	45-49 lat	0,0
G_WIEK5	8	50-54 lata	50-54 lata	0,0
G_WIEK5	9	55-59 lat	55-59 lat	0,0
G_WIEK5	10	60-64 lata	60-64 lata	0,0
G_WIEK5	11	65-69 lat	65-69 lat	0,0
G_WIEK5	12	70 lub więcej lat	70 lub więcej lat	0,0
G_WIEK5	98	Brak odpowiedzi	Brak odpowiedzi	0,0
G_WIEK10	1	15-19 lat	15-19 lat	0,0
G_WIEK10	2	20-29 lat	20-29 lat	0,0
G_WIEK10	3	30-39 lat	30-39 lat	0,0
G_WIEK10	4	40-49 lat	40-49 lat	0,0
G_WIEK10	5	50-59 lat	50-59 lat	0,0
G_WIEK10	6	60-69 lat	60-69 lat	0,0
G_WIEK10	7	70 lub więcej lat	70 lub więcej lat	0,0
G_WIEK10	8	Brak odpowiedzi	Brak odpowiedzi	0,0
G_EDUK12	1	Niepełne podstawowe	Niepełne podstawowe	0,0
G_EDUK12	2	Podstawowe	Podstawowe	0,0
G_EDUK12	3	Gimnazjum	Gimnazjum	0,0
G_EDUK12	4	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
G_EDUK12	5	Niepełne średnie	Niepełne średnie	0,0
G_EDUK12	6	Średnie zawodowe	Średnie zawodowe	0,0
G_EDUK12	7	Średnie ogólne	Średnie ogólne	0,0
G_EDUK12	8	Pomaturalne	Pomaturalne	0,0
G_EDUK12	9	Niepełne wyższe	Niepełne wyższe	0,0
G_EDUK12	10	Licencjat	Licencjat	0,0
G_EDUK12	11	Wyższe magisterskie	Wyższe magisterskie	0,0
G_EDUK12	12	Studia podyplomowe, doktorat	Studia podyplomowe, doktorat	0,0
G_EDUK12	97	Trudno powiedzieć	Trudno powiedzieć	0,0
G_EDUK13	1	Niepełne podstawowe	Niepełne podstawowe	0,0
G_EDUK13	2	Podstawowe	Podstawowe	0,0
G_EDUK13	3	Gimnazjum	Gimnazjum	0,0
G_EDUK13	4	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
G_EDUK13	5	Niepełne średnie	Niepełne średnie	0,0
G_EDUK13	6	Ukończone średnie zawodowe	Ukończone średnie zawodowe	0,0
G_EDUK13	7	Ukończone średnie ogólnokształcące	Ukończone średnie ogólnokształcące	0,0
G_EDUK13	8	Pomaturalne, policealne	Pomaturalne, policealne	0,0
G_EDUK13	9	Niepełne wyższe	Niepełne wyższe	0,0
G_EDUK13	10	Licencjat, inżynierskie	Licencjat, inżynierskie	0,0
G_EDUK13	11	Wyższe magisterskie	Wyższe magisterskie	0,0
G_EDUK13	12	Studia podyplomowe, mba	Studia podyplomowe, mba	0,0
G_EDUK13	13	Doktorat	Doktorat	0,0
G_EDUK13	97	Brak odpowiedzi	Brak odpowiedzi	0,0
G_EDUK	1	Niepełne podstawowe	Niepełne podstawowe	0,0
G_EDUK	2	Podstawowe	Podstawowe	0,0
G_EDUK	3	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
G_EDUK	4	Niepełne średnie	Niepełne średnie	0,0
G_EDUK	5	Średnie zawodowe	Średnie zawodowe	0,0
G_EDUK	6	Średnie ogólne	Średnie ogólne	0,0
G_EDUK	7	Pomaturalne	Pomaturalne	0,0
G_EDUK	8	Niepełne wyższe	Niepełne wyższe	0,0
G_EDUK	9	Wyższe	Wyższe	0,0
G_EDUK	97	Brak odpowiedzi	Brak odpowiedzi	0,0
G_EDUK4	1	Podstawowe	Podstawowe	0,0
G_EDUK4	2	Zasadnicze zawodowe	Zasadnicze zawodowe	0,0
G_EDUK4	3	Średnie	Średnie	0,0
G_EDUK4	4	Ponadśrednie	Ponadśrednie	0,0
G_EDUK4	8	Brak odpowiedzi	Brak odpowiedzi	0,0
G_UCZYSIE	1	Tak	Tak	0,0
G_UCZYSIE	0	Nie	Nie	0,0
G_SZKOLA	1	W szkole podstawowej, gimnazjalnej	W szkole podstawowej, gimnazjalnej	0,0
G_SZKOLA	2	W zasadniczej szkole zawodowej	W zasadniczej szkole zawodowej	0,0
G_SZKOLA	3	W średniej ogólnokształcącej lub zawodowej	W średniej ogólnokształcącej lub zawodowej	0,0
G_SZKOLA	4	W szkole pomaturalnej, policealnej	W szkole pomaturalnej, policealnej	0,0
G_SZKOLA	5	Na uczelni wyższej	Na uczelni wyższej	0,0
G_SZKOLA	6	Na studiach podyplomowych	Na studiach podyplomowych	0,0
G_SZKOLA	9	Nie dotyczy	Nie dotyczy	0,0
